id,project_a,project_b
507,Redux-Saga simplifies async side effects in JavaScript apps using generators  channels  and declarative effects.,Object-schema: A config merging/validation library with subschema support and custom error handling.
508,Redux-Saga simplifies async side effects in JavaScript apps using generators  channels  and declarative effects.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
512,Redux-Saga simplifies async side effects in JavaScript apps using generators  channels  and declarative effects.,JavaScript YAML parser and dumper with security and performance enhancements.
522,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).
523,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,Go iterative process tool with module support; sporadically maintained  limited testing.
528,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
529,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
533,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
534,Node.js/browser debugging utility with color output  namespace filtering  and formatters.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
536,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
539,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
544,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Mocha: JavaScript test framework with async support  rich matchers  and a flexible reporter API.
545,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
548,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.
550,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.
552,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
555,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.
556,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).
558,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Go iterative process tool with module support; sporadically maintained  limited testing.
562,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.
565,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.
566,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,TypeScript-based ESLint parser and plugin for enhanced linting of TS code  using ESTree AST and custom rules.
568,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
569,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.
573,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.
574,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.
579,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,JavaScript source map library with Rust/WebAssembly for performance  featuring original/generated mappings and spec tests.
582,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.
583,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).
595,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,React Hooks library for remote data fetching  featuring mutations  pagination  and Suspense.
597,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
599,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.
600,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
602,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.
603,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
606,Vue.js: Progressive JavaScript framework for building user interfaces with reactivity  SSR  and TypeScript support.,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.
